id,weight,age,height,size
23074,47,29.0,154.94,S
23075,61,31.0,157.48,L
23076,72,31.0,165.1,XXXL
23077,79,36.0,157.48,XXXL
23078,58,38.0,162.56,XL
23079,63,36.0,162.56,M
23080,90,40.0,170.18,XXXL
23081,53,29.0,157.48,XXS
23082,53,36.0,167.64,XXS
23083,60,21.0,165.1,S
23084,54,,160.02,S
23085,56,31.0,162.56,M
23086,58,35.0,160.02,M
23087,83,32.0,172.72,XXXL
23088,90,47.0,180.34,XXXL
23089,53,37.0,162.56,S
23090,54,30.0,170.18,S
23091,54,40.0,162.56,M
23092,54,29.0,152.4,M
23093,77,31.0,167.64,XXXL
23094,58,24.0,160.02,M
23095,54,25.0,157.48,M
23096,46,43.0,154.94,XXS
23097,53,38.0,167.64,M
23098,70,30.0,172.72,XXXL
23099,58,33.0,160.02,M
23100,45,30.0,160.02,XXS
23101,52,31.0,162.56,XXS
23102,53,42.0,160.02,M
23103,65,23.0,175.26,XL
23104,49,22.0,167.64,S
23105,49,24.0,157.48,XXS
23106,61,27.0,177.8,S
23107,55,30.0,162.56,S
23108,43,31.0,147.32,XXS
23109,57,43.0,167.64,M
23110,49,31.0,160.02,XXS
23111,57,31.0,165.1,M
23112,70,34.0,167.64,XXXL
23113,49,26.0,152.4,XXS
23114,58,51.0,157.48,L
23115,60,29.0,175.26,XL
23116,57,40.0,157.48,M
23117,65,27.0,172.72,XL
23118,65,30.0,170.18,XL
23119,63,37.0,167.64,M
23120,70,33.0,157.48,XL
23121,58,29.0,175.26,M
23122,72,26.0,167.64,XL
23123,68,31.0,162.56,XXXL
23124,61,40.0,162.56,M
23125,68,28.0,170.18,XL
23126,52,26.0,162.56,XXS
23127,72,25.0,172.72,XXXL
23128,73,30.0,170.18,XXXL
23129,58,28.0,167.64,L
23130,61,29.0,170.18,L
23131,58,30.0,162.56,XL
23132,81,36.0,165.1,XXXL
23133,47,28.0,149.86,XXS
23134,63,31.0,165.1,L
23135,61,27.0,165.1,M
23136,63,55.0,165.1,XL
23137,63,41.0,162.56,XL
23138,52,21.0,170.18,XXS
23139,57,30.0,162.56,M
23140,63,29.0,172.72,XL
23141,56,31.0,160.02,S
23142,81,49.0,175.26,XXXL
23143,63,30.0,160.02,L
23144,90,34.0,165.1,XXXL
23145,55,30.0,162.56,M
23146,52,37.0,157.48,XXS
23147,68,28.0,175.26,XL
23148,58,30.0,165.1,M
23149,52,43.0,162.56,XXS
23150,65,46.0,170.18,XL
23151,77,37.0,177.8,XXXL
23152,59,33.0,162.56,M
23153,68,32.0,167.64,L
23154,54,31.0,165.1,S
23155,56,36.0,154.94,XXS
23156,68,30.0,165.1,M
23157,50,32.0,157.48,S
23158,68,26.0,182.88,M
23159,58,36.0,162.56,L
23160,58,34.0,160.02,L
23161,68,22.0,172.72,XL
23162,58,18.0,167.64,M
23163,63,55.0,165.1,XXXL
23164,68,43.0,162.56,XXXL
23165,47,30.0,152.4,XXS
23166,70,32.0,175.26,XL
23167,53,32.0,167.64,M
23168,60,30.0,162.56,M
23169,68,30.0,149.86,XL
23170,58,28.0,157.48,S
23171,65,28.0,175.26,L
23172,58,39.0,170.18,L
23173,49,41.0,157.48,M
23174,65,47.0,175.26,L
23175,64,45.0,160.02,XL
23176,56,32.0,154.94,M
23177,68,32.0,170.18,XL
23178,65,24.0,172.72,XL
23179,61,26.0,172.72,XL
23180,49,32.0,160.02,S
23181,70,53.0,157.48,XXXL
23182,56,38.0,167.64,M
23183,72,27.0,167.64,XL
23184,56,32.0,170.18,S
23185,58,39.0,170.18,S
23186,66,27.0,167.64,L
23187,61,35.0,170.18,M
23188,58,36.0,172.72,S
23189,49,36.0,157.48,S
23190,74,36.0,172.72,XXXL
23191,97,30.0,167.64,XXXL
23192,68,51.0,167.64,XXXL
23193,72,38.0,167.64,XL
23194,55,34.0,167.64,L
23195,66,58.0,170.18,XL
23196,61,31.0,162.56,XL
23197,67,28.0,154.94,XL
23198,63,30.0,162.56,L
23199,63,39.0,162.56,XXXL
23200,70,32.0,157.48,XXXL
23201,56,30.0,160.02,M
23202,61,32.0,165.1,XL
23203,61,32.0,167.64,XL
23204,62,27.0,167.64,L
23205,54,30.0,160.02,XXS
23206,74,30.0,160.02,XL
23207,52,32.0,154.94,S
23208,65,35.0,167.64,XL
23209,56,41.0,162.56,M
23210,62,33.0,162.56,L
23211,52,24.0,172.72,S
23212,58,24.0,167.64,S
23213,67,41.0,172.72,XL
23214,52,33.0,154.94,S
23215,68,30.0,172.72,XL
23216,52,30.0,170.18,S
23217,95,62.0,157.48,XXXL
23218,54,33.0,157.48,M
23219,58,27.0,162.56,M
23220,62,32.0,170.18,XL
23221,63,37.0,170.18,L
23222,70,40.0,170.18,XXXL
23223,58,30.0,157.48,M
23224,49,32.0,160.02,S
23225,58,,152.4,L
23226,56,36.0,172.72,M
23227,61,29.0,162.56,M
23228,64,30.0,167.64,L
23229,58,46.0,160.02,M
23230,83,40.0,165.1,XXXL
23231,68,29.0,170.18,L
23232,77,37.0,170.18,XL
23233,55,22.0,165.1,S
23234,54,27.0,172.72,S
23235,58,32.0,172.72,XXS
23236,81,35.0,175.26,XXXL
23237,56,28.0,170.18,M
23238,97,34.0,182.88,XXXL
23239,56,35.0,172.72,M
23240,46,32.0,149.86,XXS
23241,52,34.0,162.56,S
23242,74,24.0,180.34,XXXL
23243,57,32.0,157.48,XL
23244,63,25.0,170.18,L
23245,54,18.0,165.1,S
23246,68,18.0,177.8,XL
23247,74,29.0,175.26,XXXL
23248,56,37.0,165.1,XL
23249,61,37.0,160.02,M
23250,54,41.0,167.64,M
23251,51,33.0,162.56,XXS
23252,58,33.0,167.64,S
23253,70,33.0,170.18,XXXL
23254,97,44.0,162.56,XXXL
23255,83,40.0,162.56,XXXL
23256,72,31.0,175.26,XL
23257,49,29.0,160.02,S
23258,56,29.0,165.1,M
23259,58,41.0,162.56,L
23260,65,46.0,182.88,L
23261,104,35.0,170.18,XXXL
23262,63,27.0,167.64,L
23263,63,37.0,162.56,M
23264,63,30.0,160.02,L
23265,66,39.0,162.56,XXXL
23266,53,29.0,167.64,S
23267,70,35.0,167.64,XL
23268,54,56.0,162.56,M
23269,56,40.0,160.02,S
23270,58,25.0,165.1,XXS
23271,63,24.0,165.1,S
23272,52,32.0,165.1,M
23273,79,28.0,177.8,XXXL
23274,54,33.0,167.64,XXS
23275,55,19.0,154.94,M
23276,54,30.0,167.64,S
23277,62,32.0,165.1,XL
23278,53,37.0,162.56,S
23279,65,49.0,167.64,XL
23280,56,28.0,162.56,M
23281,47,34.0,157.48,S
23282,72,31.0,167.64,XL
23283,61,32.0,162.56,L
23284,54,26.0,170.18,S
23285,68,34.0,162.56,XXXL
23286,59,34.0,170.18,XL
23287,58,28.0,172.72,M
23288,72,32.0,167.64,XL
23289,80,37.0,170.18,XXXL
23290,61,34.0,172.72,XL
23291,90,40.0,170.18,XXXL
23292,56,63.0,165.1,M
23293,65,30.0,165.1,L
23294,56,37.0,165.1,S
23295,70,23.0,160.02,XL
23296,56,34.0,157.48,S
23297,68,33.0,172.72,XL
23298,52,30.0,160.02,S
23299,49,59.0,165.1,M
23300,63,31.0,170.18,M
23301,59,40.0,160.02,XL
23302,113,30.0,162.56,XXXL
23303,52,35.0,160.02,S
23304,61,28.0,162.56,S
23305,63,38.0,167.64,XL
23306,86,36.0,175.26,XXXL
23307,45,47.0,157.48,S
23308,104,29.0,170.18,XXXL
23309,58,24.0,160.02,L
23310,58,38.0,160.02,L
23311,64,43.0,172.72,M
23312,58,27.0,167.64,S
23313,77,35.0,172.72,XXXL
23314,55,30.0,165.1,S
23315,63,28.0,170.18,S
23316,90,33.0,167.64,XXXL
23317,54,26.0,162.56,M
23318,56,35.0,154.94,L
23319,70,31.0,165.1,XL
23320,43,31.0,147.32,XXS
23321,74,37.0,170.18,L
23322,62,43.0,170.18,S
23323,58,47.0,165.1,S
23324,65,33.0,172.72,L
23325,52,29.0,157.48,S
23326,61,26.0,162.56,M
23327,68,40.0,170.18,XL
23328,72,37.0,167.64,XXXL
23329,95,46.0,177.8,XXXL
23330,58,28.0,165.1,S
23331,52,33.0,165.1,M
23332,61,30.0,170.18,S
23333,55,26.0,170.18,M
23334,65,41.0,172.72,M
23335,74,44.0,165.1,XXXL
23336,54,38.0,165.1,S
23337,79,32.0,165.1,XXXL
23338,61,27.0,165.1,L
23339,63,43.0,177.8,L
23340,70,44.0,165.1,XXXL
23341,49,31.0,157.48,XXS
23342,77,34.0,165.1,L
23343,56,32.0,172.72,M
23344,45,28.0,152.4,M
23345,56,28.0,149.86,XL
23346,58,31.0,175.26,S
23347,54,38.0,160.02,S
23348,68,30.0,167.64,XL
23349,56,29.0,160.02,S
23350,72,35.0,162.56,XXXL
23351,72,31.0,175.26,XL
23352,48,43.0,162.56,M
23353,62,37.0,172.72,XXXL
23354,90,49.0,167.64,XXXL
23355,76,47.0,162.56,XXXL
23356,52,35.0,157.48,S
23357,61,33.0,172.72,M
23358,70,28.0,175.26,XL
23359,81,36.0,185.42,XXXL
23360,68,43.0,170.18,XL
23361,69,36.0,160.02,XXXL
23362,68,30.0,167.64,XL
23363,72,30.0,167.64,XL
23364,56,56.0,167.64,L
23365,55,,157.48,M
23366,54,28.0,165.1,M
23367,55,35.0,160.02,XXS
23368,56,48.0,177.8,S
23369,51,34.0,162.56,M
23370,56,32.0,157.48,M
23371,54,29.0,157.48,S
23372,65,47.0,172.72,L
23373,54,22.0,167.64,XXS
23374,51,19.0,162.56,S
23375,58,34.0,175.26,M
23376,58,32.0,170.18,M
23377,64,42.0,180.34,XL
23378,77,25.0,175.26,L
23379,92,38.0,180.34,XXXL
23380,58,45.0,165.1,M
23381,72,52.0,162.56,XXXL
23382,63,31.0,175.26,L
23383,57,46.0,160.02,M
23384,54,25.0,165.1,M
23385,52,24.0,167.64,S
23386,72,37.0,167.64,L
23387,58,30.0,152.4,L
23388,54,37.0,157.48,S
23389,65,24.0,167.64,M
23390,58,28.0,167.64,L
23391,69,36.0,160.02,XXXL
23392,50,43.0,162.56,S
23393,86,38.0,180.34,XXXL
23394,74,47.0,172.72,XXXL
23395,68,29.0,175.26,XL
23396,88,42.0,175.26,XXXL
23397,68,30.0,170.18,XL
23398,70,39.0,162.56,XXXL
23399,58,21.0,170.18,M
23400,63,27.0,170.18,XL
23401,61,39.0,167.64,XL
23402,62,37.0,172.72,L
23403,63,40.0,165.1,L
23404,63,31.0,177.8,S
23405,74,32.0,177.8,L
23406,56,39.0,165.1,M
23407,81,37.0,182.88,XXXL
23408,56,30.0,167.64,M
23409,64,38.0,167.64,L
23410,63,26.0,165.1,M
23411,77,29.0,162.56,XXXL
23412,62,37.0,162.56,XL
23413,52,29.0,162.56,XXS
23414,54,33.0,162.56,L
23415,54,34.0,162.56,XXS
23416,52,33.0,160.02,S
23417,58,46.0,175.26,L
23418,63,36.0,180.34,XL
23419,52,33.0,152.4,S
23420,65,17.0,167.64,M
23421,70,56.0,162.56,XXXL
23422,54,32.0,162.56,XXS
23423,76,31.0,170.18,XXXL
23424,65,29.0,170.18,L
23425,58,33.0,167.64,L
23426,70,25.0,172.72,XL
23427,68,30.0,172.72,XL
23428,55,26.0,170.18,S
23429,58,29.0,162.56,M
23430,57,30.0,167.64,M
23431,72,28.0,162.56,XXXL
23432,68,29.0,170.18,XL
23433,56,35.0,154.94,S
23434,54,45.0,165.1,M
23435,73,53.0,170.18,XXXL
23436,63,32.0,175.26,L
23437,61,36.0,165.1,M
23438,77,27.0,170.18,XXXL
23439,54,28.0,154.94,S
23440,70,31.0,172.72,XXXL
23441,49,31.0,172.72,S
23442,56,21.0,162.56,M
23443,65,40.0,160.02,XL
23444,52,30.0,160.02,M
23445,68,36.0,172.72,XXXL
23446,81,34.0,170.18,XXXL
23447,70,31.0,165.1,XXXL
23448,58,24.0,167.64,S
23449,62,30.0,167.64,L
23450,61,28.0,165.1,S
23451,56,29.0,170.18,M
23452,65,30.0,167.64,XXXL
23453,56,63.0,165.1,M
23454,63,29.0,182.88,M
23455,61,25.0,170.18,S
23456,58,33.0,170.18,S
23457,61,31.0,170.18,XL
23458,52,42.0,165.1,S
23459,56,34.0,167.64,M
23460,58,35.0,157.48,S
23461,49,23.0,152.4,S
23462,71,37.0,167.64,XL
23463,56,36.0,167.64,M
23464,62,28.0,167.64,XL
23465,45,34.0,152.4,S
23466,51,54.0,167.64,M
23467,52,31.0,162.56,M
23468,68,40.0,165.1,XL
23469,54,26.0,167.64,M
23470,56,31.0,162.56,M
23471,63,30.0,167.64,L
23472,63,28.0,172.72,L
23473,54,24.0,165.1,S
23474,66,31.0,170.18,L
23475,60,31.0,165.1,L
23476,58,25.0,167.64,M
23477,65,31.0,177.8,L
23478,47,36.0,160.02,XXS
23479,58,26.0,167.64,S
23480,70,34.0,177.8,XXXL
23481,56,33.0,170.18,M
23482,49,29.0,157.48,XXS
23483,49,31.0,157.48,S
23484,72,29.0,160.02,XL
23485,63,27.0,177.8,L
23486,63,25.0,167.64,L
23487,72,53.0,172.72,XL
23488,58,33.0,172.72,M
23489,52,42.0,162.56,S
23490,65,37.0,165.1,XL
23491,63,30.0,162.56,XL
23492,64,25.0,175.26,XL
23493,49,37.0,165.1,XXS
23494,54,32.0,160.02,S
23495,58,30.0,170.18,M
23496,52,29.0,165.1,S
23497,47,30.0,160.02,XXS
23498,63,37.0,170.18,L
23499,53,34.0,160.02,S
23500,58,26.0,167.64,XL
23501,72,33.0,177.8,M
23502,58,25.0,162.56,M
23503,55,36.0,160.02,M
23504,56,32.0,160.02,S
23505,61,39.0,165.1,XL
23506,61,33.0,175.26,M
23507,61,26.0,,M
23508,77,31.0,157.48,XXXL
23509,52,27.0,157.48,L
23510,56,30.0,162.56,M
23511,54,37.0,170.18,S
23512,68,34.0,175.26,XL
23513,47,31.0,152.4,S
23514,58,28.0,165.1,XL
23515,61,22.0,175.26,S
23516,63,47.0,165.1,XL
23517,51,34.0,165.1,S
23518,63,25.0,170.18,M
23519,66,19.0,162.56,XL
23520,62,42.0,177.8,XL
23521,65,31.0,165.1,XL
23522,58,35.0,165.1,M
23523,61,33.0,162.56,L
23524,58,36.0,165.1,S
23525,60,32.0,165.1,L
23526,81,26.0,167.64,XXXL
23527,86,35.0,167.64,XXXL
23528,81,34.0,177.8,XXXL
23529,63,33.0,172.72,M
23530,65,21.0,170.18,L
23531,61,29.0,165.1,L
23532,53,29.0,157.48,XL
23533,64,69.0,162.56,XXXL
23534,77,59.0,172.72,XXXL
23535,77,30.0,160.02,XXXL
23536,70,35.0,180.34,XL
23537,57,28.0,162.56,M
23538,63,35.0,165.1,L
23539,68,28.0,180.34,XL
23540,52,32.0,167.64,XXS
23541,49,32.0,157.48,XXS
23542,51,41.0,154.94,S
23543,56,28.0,149.86,M
23544,52,55.0,157.48,M
23545,70,45.0,162.56,XXXL
23546,58,24.0,160.02,M
23547,68,37.0,175.26,XL
23548,56,37.0,165.1,S
23549,47,19.0,157.48,XXS
23550,58,31.0,162.56,XL
23551,61,33.0,154.94,L
23552,56,30.0,157.48,XXS
23553,72,28.0,160.02,XXXL
23554,63,32.0,177.8,M
23555,62,28.0,160.02,M
23556,52,24.0,152.4,S
23557,51,38.0,162.56,XXS
23558,56,26.0,162.56,S
23559,53,40.0,165.1,S
23560,56,30.0,165.1,S
23561,54,34.0,162.56,S
23562,53,21.0,167.64,XXS
23563,57,21.0,149.86,S
23564,50,34.0,170.18,XXS
23565,49,34.0,162.56,XXS
23566,63,34.0,170.18,S
23567,63,61.0,157.48,XL
23568,61,29.0,165.1,XL
23569,70,29.0,172.72,M
23570,63,33.0,160.02,XXXL
23571,56,48.0,160.02,M
23572,64,32.0,170.18,L
23573,57,35.0,157.48,M
23574,107,46.0,162.56,XXXL
23575,68,36.0,170.18,XXXL
23576,57,43.0,160.02,M
23577,47,25.0,157.48,XXS
23578,83,33.0,175.26,XXXL
23579,53,21.0,172.72,M
23580,62,32.0,162.56,L
23581,51,28.0,157.48,XXS
23582,61,33.0,154.94,L
23583,49,21.0,165.1,XXS
23584,65,28.0,170.18,L
23585,61,36.0,170.18,M
23586,47,44.0,154.94,S
23587,72,37.0,170.18,XL
23588,61,29.0,162.56,L
23589,65,46.0,162.56,XL
23590,57,44.0,162.56,M
23591,56,,157.48,S
23592,47,43.0,157.48,S
23593,77,0.0,177.8,XXXL
23594,52,36.0,162.56,S
23595,74,39.0,167.64,XL
23596,79,28.0,175.26,XXXL
23597,77,31.0,165.1,XXXL
23598,52,28.0,157.48,S
23599,83,41.0,162.56,XXXL
23600,68,30.0,170.18,M
23601,52,117.0,177.8,XXS
23602,56,34.0,170.18,M
23603,70,31.0,175.26,XL
23604,58,42.0,152.4,S
23605,50,34.0,165.1,S
23606,61,26.0,170.18,M
23607,86,28.0,172.72,XXXL
23608,54,25.0,167.64,S
23609,79,33.0,177.8,XXXL
23610,86,40.0,167.64,XXXL
23611,70,28.0,160.02,XXXL
23612,61,26.0,162.56,M
23613,65,68.0,162.56,XL
23614,63,25.0,177.8,L
23615,79,42.0,165.1,XXXL
23616,61,26.0,172.72,XL
23617,49,24.0,167.64,M
23618,52,30.0,170.18,S
23619,52,30.0,170.18,XXS
23620,47,29.0,154.94,S
23621,72,37.0,170.18,XXXL
23622,66,54.0,162.56,XXXL
23623,58,51.0,157.48,L
23624,52,26.0,162.56,S
23625,49,32.0,160.02,S
23626,70,25.0,172.72,XL
23627,61,24.0,165.1,M
23628,72,41.0,170.18,XXXL
23629,61,31.0,162.56,M
23630,61,23.0,152.4,L
23631,45,42.0,154.94,S
23632,58,29.0,165.1,M
23633,70,33.0,177.8,XL
23634,72,28.0,170.18,XXXL
23635,54,35.0,162.56,S
23636,60,40.0,160.02,L
23637,55,26.0,170.18,M
23638,58,29.0,160.02,L
23639,63,37.0,167.64,L
23640,58,31.0,177.8,S
23641,83,31.0,172.72,XXXL
23642,57,37.0,172.72,M
23643,53,37.0,157.48,XXS
23644,68,32.0,167.64,L
23645,90,40.0,175.26,XXXL
23646,56,28.0,170.18,XXS
23647,81,30.0,167.64,XXXL
23648,72,23.0,180.34,XL
23649,70,31.0,165.1,XL
23650,77,35.0,165.1,XL
23651,56,30.0,157.48,M
23652,63,29.0,160.02,L
23653,70,46.0,172.72,XXXL
23654,51,43.0,160.02,M
23655,58,33.0,165.1,S
23656,54,36.0,167.64,S
23657,72,41.0,160.02,XXXL
23658,68,30.0,160.02,XL
23659,49,29.0,157.48,XXS
23660,63,29.0,165.1,M
23661,61,33.0,162.56,L
23662,68,31.0,170.18,XL
23663,56,25.0,162.56,S
23664,58,31.0,165.1,M
23665,53,49.0,154.94,L
23666,104,39.0,175.26,XXXL
23667,58,38.0,157.48,L
23668,65,31.0,175.26,L
23669,58,23.0,157.48,L
23670,54,27.0,157.48,M
23671,85,42.0,149.86,XXXL
23672,49,35.0,162.56,XXS
23673,77,27.0,175.26,XXXL
23674,63,22.0,165.1,L
23675,59,34.0,167.64,M
23676,61,29.0,165.1,L
23677,52,32.0,160.02,S
23678,115,26.0,177.8,XXXL
23679,77,42.0,162.56,XXXL
23680,58,31.0,175.26,S
23681,61,54.0,180.34,M
23682,62,37.0,170.18,XXXL
23683,61,55.0,162.56,XL
23684,75,35.0,162.56,XL
23685,53,37.0,160.02,XXL
23686,48,27.0,152.4,S
23687,79,27.0,165.1,XL
23688,81,34.0,177.8,XXXL
23689,58,37.0,157.48,L
23690,61,46.0,165.1,XL
23691,74,33.0,172.72,XXXL
23692,56,20.0,170.18,M
23693,58,22.0,172.72,S
23694,68,29.0,165.1,M
23695,52,44.0,154.94,M
23696,53,31.0,152.4,M
23697,63,27.0,160.02,L
23698,53,22.0,165.1,M
23699,47,25.0,162.56,XXS
23700,54,25.0,162.56,S
23701,70,36.0,157.48,XXXL
23702,58,50.0,167.64,M
23703,58,43.0,154.94,L
23704,51,34.0,160.02,S
23705,63,31.0,170.18,XL
23706,63,35.0,165.1,M
23707,61,33.0,172.72,M
23708,58,31.0,165.1,M
23709,63,28.0,157.48,XL
23710,56,33.0,154.94,M
23711,48,44.0,165.1,XXS
23712,58,28.0,157.48,M
23713,61,31.0,167.64,M
23714,72,30.0,162.56,XXXL
23715,58,21.0,167.64,M
23716,56,23.0,154.94,M
23717,63,31.0,167.64,XL
23718,68,30.0,175.26,M
23719,62,22.0,165.1,L
23720,64,58.0,167.64,XXXL
23721,52,31.0,157.48,XXS
23722,48,53.0,160.02,S
23723,49,28.0,157.48,XXS
23724,88,27.0,160.02,XXXL
23725,63,28.0,162.56,M
23726,76,46.0,165.1,XXXL
23727,71,32.0,175.26,L
23728,54,30.0,165.1,S
23729,72,31.0,180.34,XL
23730,56,30.0,160.02,S
23731,63,48.0,177.8,M
23732,72,42.0,157.48,XXXL
23733,56,32.0,167.64,M
23734,54,33.0,162.56,M
23735,74,37.0,162.56,XXXL
23736,52,27.0,162.56,M
23737,61,28.0,175.26,XL
23738,60,29.0,162.56,XL
23739,45,31.0,149.86,XXS
23740,71,36.0,170.18,XL
23741,72,36.0,170.18,XXXL
23742,45,25.0,154.94,XXS
23743,71,32.0,175.26,XL
23744,55,39.0,160.02,M
23745,43,34.0,154.94,S
23746,54,27.0,167.64,S
23747,57,23.0,170.18,S
23748,58,32.0,165.1,L
23749,59,37.0,165.1,M
23750,65,37.0,175.26,L
23751,54,45.0,152.4,S
23752,65,28.0,172.72,L
23753,50,41.0,160.02,XXS
23754,51,26.0,160.02,XXS
23755,74,40.0,175.26,XXXL
23756,52,40.0,172.72,XXS
23757,60,35.0,165.1,M
23758,115,26.0,177.8,XXXL
23759,54,38.0,172.72,S
23760,65,34.0,167.64,L
23761,77,26.0,165.1,XXXL
23762,76,36.0,180.34,XXXL
23763,64,25.0,175.26,L
23764,56,29.0,162.56,S
23765,56,28.0,162.56,S
23766,58,34.0,162.56,M
23767,58,50.0,167.64,M
23768,52,37.0,162.56,S
23769,61,40.0,167.64,M
23770,61,38.0,162.56,S
23771,45,28.0,167.64,S
23772,63,40.0,154.94,L
23773,57,33.0,162.56,L
23774,56,34.0,177.8,S
23775,60,36.0,172.72,L
23776,54,37.0,162.56,M
23777,65,35.0,165.1,L
23778,54,28.0,152.4,S
23779,63,44.0,162.56,XXXL
23780,53,31.0,149.86,S
23781,61,29.0,162.56,M
23782,62,39.0,157.48,XL
23783,60,29.0,162.56,XL
23784,56,37.0,167.64,M
23785,45,32.0,157.48,XXS
23786,56,33.0,162.56,M
23787,63,32.0,167.64,L
23788,54,39.0,162.56,M
23789,56,30.0,160.02,M
23790,58,30.0,167.64,S
23791,54,33.0,160.02,S
23792,72,28.0,165.1,XL
23793,70,33.0,165.1,L
23794,56,35.0,170.18,M
23795,56,24.0,167.64,M
23796,72,47.0,177.8,XL
23797,52,25.0,167.64,S
23798,56,32.0,167.64,M
23799,56,28.0,167.64,S
23800,53,30.0,160.02,XXS
23801,52,40.0,172.72,XXS
23802,63,53.0,165.1,XL
23803,68,35.0,182.88,XL
23804,78,55.0,170.18,XXXL
23805,56,49.0,162.56,XXS
23806,86,26.0,170.18,XXXL
23807,63,37.0,172.72,M
23808,54,47.0,167.64,M
23809,63,27.0,172.72,L
23810,61,29.0,172.72,M
23811,63,30.0,172.72,XL
23812,83,32.0,154.94,XXXL
23813,61,39.0,170.18,S
23814,58,35.0,154.94,M
23815,70,39.0,165.1,M
23816,60,37.0,157.48,M
23817,64,26.0,175.26,L
23818,90,28.0,165.1,XXXL
23819,54,30.0,170.18,XL
23820,56,29.0,165.1,XL
23821,56,33.0,167.64,S
23822,63,28.0,175.26,M
23823,47,24.0,165.1,XXS
23824,65,32.0,185.42,XL
23825,47,23.0,165.1,XXS
23826,50,30.0,162.56,XXS
23827,46,26.0,152.4,S
23828,63,57.0,167.64,XL
23829,58,34.0,167.64,L
23830,68,27.0,162.56,XL
23831,52,45.0,157.48,S
23832,52,34.0,160.02,S
23833,72,32.0,157.48,XXXL
23834,57,53.0,170.18,M
23835,58,32.0,160.02,M
23836,61,31.0,167.64,M
23837,55,34.0,170.18,M
23838,47,51.0,165.1,S
23839,58,27.0,167.64,S
23840,81,42.0,162.56,XXXL
23841,65,25.0,177.8,XL
23842,55,28.0,162.56,M
23843,52,30.0,154.94,S
23844,62,33.0,170.18,M
23845,54,33.0,157.48,M
23846,61,36.0,165.1,L
23847,53,26.0,170.18,S
23848,70,26.0,165.1,XXXL
23849,77,28.0,167.64,XXXL
23850,72,32.0,162.56,XXXL
23851,52,36.0,167.64,XXS
23852,53,,162.56,M
23853,65,37.0,160.02,XXXL
23854,68,32.0,167.64,M
23855,65,37.0,167.64,XL
23856,58,36.0,165.1,M
23857,58,20.0,172.72,M
23858,52,27.0,170.18,XXS
23859,58,41.0,165.1,M
23860,54,41.0,162.56,M
23861,79,40.0,180.34,XXXL
23862,58,34.0,167.64,M
23863,61,37.0,157.48,M
23864,50,35.0,160.02,M
23865,65,32.0,157.48,L
23866,53,33.0,152.4,M
23867,56,30.0,160.02,M
23868,65,24.0,172.72,M
23869,53,34.0,154.94,M
23870,58,27.0,160.02,S
23871,72,31.0,172.72,L
23872,49,29.0,154.94,XXS
23873,58,58.0,162.56,L
23874,72,32.0,175.26,XL
23875,53,31.0,165.1,S
23876,65,51.0,165.1,XL
23877,54,30.0,167.64,S
23878,65,29.0,154.94,L
23879,58,30.0,172.72,S
23880,71,29.0,172.72,L
23881,61,38.0,170.18,L
23882,58,34.0,160.02,L
23883,56,33.0,167.64,M
23884,54,35.0,157.48,S
23885,52,34.0,157.48,S
23886,58,49.0,167.64,M
23887,70,30.0,160.02,XXXL
23888,65,47.0,170.18,XL
23889,54,32.0,162.56,XXS
23890,61,32.0,157.48,M
23891,60,29.0,160.02,L
23892,49,31.0,160.02,XXS
23893,54,41.0,160.02,M
23894,63,50.0,162.56,L
23895,58,30.0,162.56,L
23896,61,29.0,175.26,M
23897,61,46.0,160.02,XL
23898,63,36.0,170.18,XL
23899,68,35.0,177.8,XL
23900,70,48.0,165.1,XXXL
23901,58,26.0,167.64,M
23902,56,43.0,160.02,XL
23903,59,30.0,157.48,S
23904,68,30.0,154.94,L
23905,61,26.0,172.72,M
23906,49,27.0,165.1,XXS
23907,83,35.0,167.64,XXXL
23908,54,27.0,167.64,M
23909,55,27.0,170.18,M
23910,55,38.0,160.02,M
23911,65,37.0,165.1,XL
23912,70,35.0,175.26,L
23913,68,35.0,162.56,L
23914,65,33.0,165.1,XL
23915,61,31.0,172.72,M
23916,63,35.0,167.64,L
23917,72,49.0,162.56,XXXL
23918,72,36.0,172.72,XXXL
23919,47,37.0,157.48,XXS
23920,61,30.0,160.02,S
23921,49,33.0,154.94,M
23922,70,35.0,177.8,XL
23923,48,26.0,160.02,XXS
23924,58,28.0,172.72,M
23925,72,33.0,170.18,XL
23926,72,54.0,165.1,XXXL
23927,73,34.0,160.02,XL
23928,65,35.0,167.64,XL
23929,52,36.0,170.18,S
23930,63,45.0,157.48,XXXL
23931,58,37.0,162.56,XL
23932,62,30.0,165.1,L
23933,74,35.0,165.1,XXXL
23934,54,28.0,170.18,S
23935,57,31.0,170.18,S
23936,56,40.0,162.56,M
23937,63,28.0,167.64,L
23938,62,49.0,165.1,M
23939,58,30.0,175.26,M
23940,63,24.0,175.26,M
23941,63,26.0,167.64,XL
23942,63,30.0,175.26,L
23943,52,36.0,165.1,S
23944,61,38.0,167.64,M
23945,60,27.0,167.64,M
23946,55,27.0,167.64,S
23947,58,39.0,167.64,M
23948,54,34.0,165.1,S
23949,58,26.0,167.64,L
23950,58,35.0,167.64,M
23951,46,49.0,154.94,S
23952,74,33.0,162.56,XXXL
23953,55,31.0,170.18,M
23954,56,27.0,172.72,M
23955,47,45.0,157.48,S
23956,70,34.0,170.18,XL
23957,58,37.0,157.48,M
